Cluster Index,Channel Name,Channel Type,x (um),y (um),z (um),Current Index,Current String
1,CaChC1PQ1_Membrane,PQ,0.006454046265191762,0.10789707298180859,0.42,967,((-376.24881417690744*t+0.2330031970437495)*(t>=0.0004336004546885103)*(t<0.0005102765553831001)) + ((785.7334289101013*t+-0.3601634640547495)*(t>=0.0005106308302685254)*(t<0.0007366061100433631)) + ((791.6014568314304*t+-0.36414595347994827)*(t>=0.0007400758454085891)*(t<0.00080207853572438))
1,CaChC1PQ2_Membrane,PQ,0.002637213882277521,0.09685904849424387,0.42,600,0.0
1,CaChC1PQ3_Membrane,PQ,0.0012361781022773167,0.09920163244980162,0.42,891,0.0
1,CaChC1PQ4_Membrane,PQ,-0.017348080640219823,0.10554160919892491,0.42,745,0.0
1,CaChC1PQ5_Membrane,PQ,-0.004963794812057398,0.11223802503693014,0.42,23,0.0
1,CaChC1PQ6_Membrane,PQ,0.020994678802196767,0.10092605706918373,0.42,743,((871.4113134785472*t+-0.42960641513707437)*(t>=0.0006641163040040487)*(t<0.000809571216556387))
1,CaChC1PQ7_Membrane,PQ,0.027125627759843708,0.10655235473469003,0.42,258,0.0
1,CaChC1N1_Membrane,N,0.023904748010923228,0.10141712339440827,0.42,589,0.0
1,CaChC1N2_Membrane,N,-0.0023796684301185906,0.10285245366899155,0.42,791,((971.0937766994501*t+-0.49588975707627775)*(t>=0.0006303440573485212)*(t<0.0006593064246600706)) + ((952.7387251274691*t+-0.4837450632813678)*(t>=0.0006605215633907237)*(t<0.0007447161793101196))
1,CaChC1N3_Membrane,N,0.00924861495701203,0.08665934518877355,0.42,98,((959.4655844858124*t+-0.4878010435163416)*(t>=0.0006733974892615553)*(t<0.0007309253767946942)) + ((536.7538529993096*t+-0.168200799027444)*(t>=0.0007633592040015863)*(t<0.000936980015179042))
1,CaChC1N4_Membrane,N,-0.0115129284226952,0.08448123821569634,0.42,808,0.0
1,CaChC1N5_Membrane,N,-0.007120504690305615,0.1251605349309874,0.42,687,0.0
1,CaChC1N6_Membrane,N,0.00549964595066956,0.0935662129631001,0.42,181,((641.0115730851884*t+-0.24304792359502847)*(t>=0.0008111721443427251)*(t<0.0008223645260296487))
1,CaChC1N7_Membrane,N,2.5697173793753096e-05,0.07431349786513534,0.42,917,((968.1190524334789*t+-0.4937910920297819)*(t>=0.000666013032421686)*(t<0.0007245590026304869)) + ((613.2313965494294*t+-0.2351078290310446)*(t>=0.0007296507566060037)*(t<0.0009217577561428297))
1,CaChC1N8_Membrane,N,0.020573665241147048,0.0954928679871388,0.42,537,0.0
1,CaChC1R1_Membrane,R,-1.742957062647814e-05,0.09994828935191519,0.42,4,((161.61357607109028*t+-0.040797540177725716)*(t>=0.0005253827644946604)*(t<0.0025))
2,CaChC2PQ1_Membrane,PQ,0.005800293067910574,-0.0986424939474097,0.42,602,0.0
2,CaChC2PQ2_Membrane,PQ,0.003914240412897808,-0.10908209390898022,0.42,175,0.0
2,CaChC2PQ3_Membrane,PQ,-0.013664365407580403,-0.08263551850268748,0.42,198,((595.1560021143798*t+-0.24469949232519542)*(t>=0.0006677650427718766)*(t<0.0009954537524947964))
2,CaChC2PQ4_Membrane,PQ,0.011443458294327634,-0.09180954871528792,0.42,896,0.0
2,CaChC2PQ5_Membrane,PQ,0.008783555241854828,-0.09904481324382164,0.42,259,0.0
2,CaChC2PQ6_Membrane,PQ,0.0022199582253000197,-0.10585127804409428,0.42,455,0.0
2,CaChC2PQ7_Membrane,PQ,-0.015601754928626902,-0.08168639607388473,0.42,931,0.0
2,CaChC2N1_Membrane,N,0.019889442748339266,-0.08396643867059758,0.42,89,0.0
2,CaChC2N2_Membrane,N,0.002371762279866716,-0.10287967100975576,0.42,707,((975.8606255847893*t+-0.4987557641245677)*(t>=0.0006262954908530547)*(t<0.0006799887573789156))
2,CaChC2N3_Membrane,N,0.0025923555056421377,-0.1025732410037922,0.42,512,((212.96954671980086*t+-0.06782795175216627)*(t>=0.0005123822553885069)*(t<0.000524680031026636)) + ((486.3897934556068*t+-0.21184556104408594)*(t>=0.0005275780839486038)*(t<0.0005661903472091599)) + ((738.2579966250445*t+-0.354563658823009)*(t>=0.000567467542697056)*(t<0.0005939595815857155)) + ((737.2145097724402*t+-0.35379673572693826)*(t>=0.0005957883854899249)*(t<0.0009320018347085184))
2,CaChC2N4_Membrane,N,0.008489259653883835,-0.11880274772670621,0.42,178,0.0
2,CaChC2N5_Membrane,N,0.00927017292310286,-0.11821306157549173,0.42,843,0.0
2,CaChC2N6_Membrane,N,-0.009216168921925533,-0.07306889533076359,0.42,679,0.0
2,CaChC2N7_Membrane,N,0.014702157215896579,-0.12600539063195731,0.42,11,0.0
2,CaChC2N8_Membrane,N,-0.022926869982767703,-0.09309805810305508,0.42,161,0.0
2,CaChC2R1_Membrane,R,-0.004455747407364365,-0.09080170597576805,0.42,764,0.0
