Cluster Index,Channel Name,Channel Type,x (um),y (um),z (um),Current Index,Current String
1,CaChC1PQ1_Membrane,PQ,0.011885754224423202,0.10848656447739502,0.42,533,0.0
1,CaChC1PQ2_Membrane,PQ,-0.0034254249599512416,0.09600758501987518,0.42,762,((748.6537257155151*t+-0.3609994046142482)*(t>=0.0005753905666105943)*(t<0.0005889953366758641)) + ((814.043380115284*t+-0.39951395145967644)*(t>=0.0005890087420324798)*(t<0.0005992000742654985)) + ((932.7567851019368*t+-0.47065103556606436)*(t>=0.0005992430912477737)*(t<0.0006586372110829992)) + ((985.4220266523487*t+-0.5053382309513792)*(t>=0.0006586704837063791)*(t<0.0006970877940956834)) + ((917.0407238739207*t+-0.4576565657770243)*(t>=0.0006973405933341512)*(t<0.0007533885098025705))
1,CaChC1PQ3_Membrane,PQ,-0.01771583017219353,0.11900834210523946,0.42,624,((-426.5291938694444*t+0.24850955030244543)*(t>=0.0004508270011737474)*(t<0.0004843869417204147)) + ((655.9133103861475*t+-0.2821574366883346)*(t>=0.0004923014178656208)*(t<0.0006770929150762049)) + ((986.1733758145131*t+-0.5057714279152098)*(t>=0.0006784543945723229)*(t<0.0006857308649862576)) + ((961.9126445335454*t+-0.4889851134665084)*(t>=0.0006941221393881)*(t<0.0007132245606287645))
1,CaChC1PQ4_Membrane,PQ,-0.0020224907076502913,0.0962889090771403,0.42,650,0.0
1,CaChC1PQ5_Membrane,PQ,-0.008408867985014013,0.09231207450072089,0.42,24,0.0
1,CaChC1PQ6_Membrane,PQ,-0.002495793484841121,0.09918125601715158,0.42,727,((762.4038095185449*t+-0.34660370643595956)*(t>=0.0005081054653566287)*(t<0.0008435212686742149))
1,CaChC1PQ7_Membrane,PQ,-0.016030338144075562,0.12123037538294645,0.42,459,0.0
1,CaChC1N1_Membrane,N,0.00208087838319594,0.09413596797525489,0.42,618,0.0
1,CaChC1N2_Membrane,N,0.0036218071798021657,0.09807166930231957,0.42,259,((747.2337159873388*t+-0.335719400289268)*(t>=0.0005034227068001408)*(t<0.000713990255799578))
1,CaChC1N3_Membrane,N,-0.009324735998884474,0.0766506291782258,0.42,803,0.0
1,CaChC1N4_Membrane,N,-0.006762983703677325,0.1022485916572535,0.42,32,0.0
1,CaChC1N5_Membrane,N,-0.011832999372680678,0.0968157511195561,0.42,129,0.0
1,CaChC1N6_Membrane,N,0.013725634247043284,0.07593366176211191,0.42,534,0.0
1,CaChC1N7_Membrane,N,0.0056802874911746565,0.09293186763318537,0.42,332,0.0
1,CaChC1N8_Membrane,N,-0.0050675870388731765,0.09752563374674982,0.42,572,0.0
1,CaChC1R1_Membrane,R,-0.006707212858790295,0.09931541547557711,0.42,898,0.0
2,CaChC2PQ1_Membrane,PQ,-0.006930238123521616,-0.09777882779185536,0.42,95,((955.2882133259898*t+-0.48437994695988673)*(t>=0.0006944828555200748)*(t<0.0007205058540971239)) + ((825.8928682878361*t+-0.39089064216741487)*(t>=0.0007230123232492798)*(t<0.0007959966311783539))
2,CaChC2PQ2_Membrane,PQ,0.0078992748809205,-0.12558828039591946,0.42,519,0.0
2,CaChC2PQ3_Membrane,PQ,0.0067260615317198316,-0.11465450469236912,0.42,323,0.0
2,CaChC2PQ4_Membrane,PQ,0.010319121717974555,-0.11697841997797592,0.42,854,((730.6576154065*t+-0.33182390223115776)*(t>=0.0005102744105599717)*(t<0.0006807520169760327)) + ((985.4999999999798*t+-0.5053076999999861)*(t>=0.0006832690950620571)*(t<0.0006846877377727128)) + ((982.8000000000009*t+-0.5034582000000006)*(t>=0.0006856065783556633)*(t<0.0006861868224116354))
2,CaChC2PQ5_Membrane,PQ,0.008295630052209135,-0.10728676581694453,0.42,555,0.0
2,CaChC2PQ6_Membrane,PQ,-0.00608068651689612,-0.10017169342704742,0.42,596,0.0
2,CaChC2PQ7_Membrane,PQ,-0.005345152342413545,-0.10128499886925693,0.42,462,0.0
2,CaChC2N1_Membrane,N,0.0034170172080962313,-0.11369606098744649,0.42,335,((971.8904912181147*t+-0.4964584421004169)*(t>=0.0006333119215608702)*(t<0.0007232127623264023))
2,CaChC2N2_Membrane,N,0.0008848477838651578,-0.07463386053828473,0.42,394,0.0
2,CaChC2N3_Membrane,N,0.006998841938972985,-0.09356941176122058,0.42,745,((763.4764798869815*t+-0.3463981361788418)*(t>=0.0005069908941359768)*(t<0.0007192111768775269)) + ((360.7123411200815*t+-0.05557018353350898)*(t>=0.0007212329119670204)*(t<0.001154982265131973))
2,CaChC2N4_Membrane,N,-0.003190594379217502,-0.09575145154444967,0.42,419,0.0
2,CaChC2N5_Membrane,N,0.01486600501379849,-0.10014207493927199,0.42,616,0.0
2,CaChC2N6_Membrane,N,0.008152855183862147,-0.10568368500029128,0.42,149,((600.7649674909526*t+-0.2508087303752823)*(t>=0.00048656891439249965)*(t<0.000661683245225717)) + ((950.3710409871477*t+-0.4821200521725287)*(t>=0.00066213685179551)*(t<0.0007464189692837911))
2,CaChC2N7_Membrane,N,-0.009777438446815818,-0.1127057200512583,0.42,392,0.0
2,CaChC2N8_Membrane,N,0.006667489125380808,-0.10300312465641347,0.42,825,0.0
2,CaChC2R1_Membrane,R,0.005082774919841553,-0.0973985277912534,0.42,82,0.0
