Cluster Index,Channel Name,Channel Type,x (um),y (um),z (um),Current Index,Current String
1,CaChC1PQ1_Membrane,PQ,-0.015390248033820619,0.08387665512090632,0.42,251,0.0
1,CaChC1PQ2_Membrane,PQ,0.0189743580477998,0.10319764553383493,0.42,420,((866.7238945197076*t+-0.4304395667735249)*(t>=0.0005877768764741471)*(t<0.0008292800281539432))
1,CaChC1PQ3_Membrane,PQ,0.013225103988723907,0.09275751353695326,0.42,748,((650.9676378087655*t+-0.3029096405121531)*(t>=0.0005436552265534095)*(t<0.0005927544053152801)) + ((949.1391264670609*t+-0.4799334425613597)*(t>=0.0005948180211940635)*(t<0.0007195228305390019)) + ((774.2899497198061*t+-0.35338484854973695)*(t>=0.0007243284490033408)*(t<0.0008269535951143602))
1,CaChC1PQ4_Membrane,PQ,0.007265844318489524,0.0956625024852945,0.42,759,0.0
1,CaChC1PQ5_Membrane,PQ,-0.005007898915888335,0.1076533366850354,0.42,57,((-103.21363029792086*t+0.09203605911286367)*(t>=0.0004830588931449089)*(t<0.0005004174794984649)) + ((478.15434825203903*t+-0.1992052543507214)*(t>=0.0005010854120959315)*(t<0.0005964997540024427)) + ((946.4808097519813*t+-0.47941145211827874)*(t>=0.0006048727673322028)*(t<0.0006652537529306257))
1,CaChC1PQ6_Membrane,PQ,0.0002438879722121739,0.09976096062775797,0.42,980,((546.3984946439264*t+-0.24539837986503577)*(t>=0.000537681677987379)*(t<0.0005699888970847807)) + ((913.8053336267544*t+-0.45508294152631407)*(t>=0.000571109213016627)*(t<0.000703261801891304)) + ((917.6753814546107*t+-0.4574997369703936)*(t>=0.0007110965402799175)*(t<0.0007414637527852275)) + ((730.6185982938243*t+-0.31864006384210364)*(t>=0.0007425694124030851)*(t<0.0008366770106019245))
1,CaChC1PQ7_Membrane,PQ,-0.012718861478587543,0.09202762269748832,0.42,175,0.0
1,CaChC1N1_Membrane,N,0.006085666147460524,0.10210423292405715,0.42,989,((822.2288921477985*t+-0.38792806873855534)*(t>=0.0005254846760403531)*(t<0.0007955757115860263))
1,CaChC1N2_Membrane,N,0.0017232212778201614,0.10151109973771931,0.42,144,0.0
1,CaChC1N3_Membrane,N,0.006145009270608097,0.1149949159874443,0.42,12,0.0
1,CaChC1N4_Membrane,N,-0.0034637103644676696,0.10562475717780731,0.42,768,0.0
