Cluster Index,Channel Name,Channel Type,x (um),y (um),z (um),Current Index,Current String
2,CaChC2PQ7_Membrane,PQ,0.008510755770224495,-0.1052062308923268,0.42,74,((-937.4342685129094*t+0.4764795896902823)*(t>=0.0004279557352377536)*(t<0.00043705141377486635)) + ((-630.6102306868859*t+0.3416068825088838)*(t>=0.00044073507473954934)*(t<0.00046568597865225437)) + ((463.3892483424115*t+-0.17742245443440907)*(t>=0.0004771420769674886)*(t<0.0006270865252960785)) + ((959.2865138229294*t+-0.48844373221822635)*(t>=0.0006301069896967001)*(t<0.0006434716385288621)) + ((942.6808631485486*t+-0.477658193269437)*(t>=0.0006467321972679714)*(t<0.0007599344114356888))
2,CaChC2N1_Membrane,N,0.0016284111747252594,-0.0968170387547162,0.42,365,((782.3892008655986*t+-0.37604155061258554)*(t>=0.00054936927737657)*(t<0.0006356492786933201)) + ((979.0779432931587*t+-0.5010846823738394)*(t>=0.0006364816049519292)*(t<0.0007082001129275113)) + ((884.0169252626926*t+-0.4332293768774418)*(t>=0.000716625039381327)*(t<0.0007624742373525044))
2,CaChC2N2_Membrane,N,-0.005965942303827122,-0.12394584409979595,0.42,910,0.0
2,CaChC2N3_Membrane,N,0.0021133871188855663,-0.1021165120296391,0.42,958,0.0
2,CaChC2N4_Membrane,N,0.027124482924631408,-0.08792202965490613,0.42,831,0.0
2,CaChC2N5_Membrane,N,-0.01721175042922219,-0.11282712550374181,0.42,133,0.0
2,CaChC2N6_Membrane,N,-0.01863646893423493,-0.0817029131027986,0.42,446,0.0
2,CaChC2N7_Membrane,N,0.003552537614978543,-0.10365993065710816,0.42,669,((964.4922023364879*t+-0.4911689741841074)*(t>=0.0006156545808561436)*(t<0.0006740405255560907)) + ((552.9679945646469*t+-0.20907107929090168)*(t>=0.0006848894809782448)*(t<0.0010115367238804646))
2,CaChC2N8_Membrane,N,0.0031149650176663514,-0.09259419175374489,0.42,652,((-670.3322989445236*t+0.3795607135431691)*(t>=0.0003974200233451292)*(t<0.0005056918951324236)) + ((422.28889139484033*t+-0.17403519553465593)*(t>=0.0005088677057849814)*(t<0.0005723976180548862)) + ((732.1128513608836*t+-0.3515246219087988)*(t>=0.0005779816123673393)*(t<0.000937596015434778)) + ((61.25644783645721*t+0.2774678437996788)*(t>=0.0009375968021170828)*(t<0.0013993621770099507))
2,CaChC2R1_Membrane,R,0.012318450878196734,-0.12620155694165056,0.42,593,0.0
