0,-80
1.00E-03,-80
2.00E-03,-80
3.00E-03,-80
4.00E-03,-80
5.00E-03,-80
6.00E-03,-80
7.00E-03,-80
8.00E-03,-80
9.00E-03,-80
0.01,-80
0.011,-80
0.012,-80
0.013,-80
0.014,-80
0.015,-80
0.016,-80
0.017,-80
0.018,-80
0.019,-80
0.02,-80
0.021,-80
0.022,-80
0.023,-80
0.024,-80
0.025,-80
0.026,-80
0.027,-80
0.028,-80
0.029,-80
0.03,-80
0.031,-80
0.032,-80
0.033,-80
0.034,-80
0.035,-80
0.036,-80
0.037,-80
0.038,-80
0.039,-80
0.04,-80
0.041,-80
0.042,-80
0.043,-80
0.044,-80
0.045,-80
0.046,-80
0.047,-80
0.048,-80
0.049,-80
0.05,-80
0.051,-80
0.052,-80
0.053,-80
0.054,-80
0.055,-80
0.056,-80
0.057,-80
0.058,-80
0.059,-80
0.06,-80
0.061,-80
0.062,-80
0.063,-80
0.064,-80
0.065,-80
0.066,-80
0.067,-80
0.068,-80
0.069,-80
0.07,-80
0.071,-80
0.072,-80
0.073,-80
0.074,-80
0.075,-80
0.076,-80
0.077,-80
0.078,-80
0.079,-80
0.08,-80
0.081,-80
0.082,-80
0.083,-80
0.084,-80
0.085,-80
0.086,-80
0.087,-80
0.088,-80
0.089,-80
0.09,-80
0.091,-80
0.092,-80
0.093,-80
0.094,-80
0.095,-80
0.096,-80
0.097,-80
0.098,-80
0.099,-80
0.1,-80
0.101,-80
0.102,-80
0.103,-80
0.104,-80
0.105,-80
0.106,-80
0.107,-80
0.108,-80
0.109,-80
0.11,-80
0.111,-80
0.112,-80
0.113,-80
0.114,-80
0.115,-80
0.116,-80
0.117,-80
0.118,-80
0.119,-80
0.12,-80
0.121,-80
0.122,-80
0.123,-80
0.124,-80
0.125,-80
0.126,-80
0.127,-80
0.128,-80
0.129,-80
0.13,-80
0.131,-80
0.132,-80
0.133,-80
0.134,-80
0.135,-80
0.136,-80
0.137,-80
0.138,-80
0.139,-80
0.14,-80
0.141,-80
0.142,-80
0.143,-80
0.144,-80
0.145,-80
0.146,-80
0.147,-80
0.148,-80
0.149,-80
0.15,-80
0.151,-80
0.152,-80
0.153,-80
0.154,-80
0.155,-80
0.156,-80
0.157,-80
0.158,-80
0.159,-80
0.16,-80
0.161,-80
0.162,-80
0.163,-80
0.164,-80
0.165,-80
0.166,-80
0.167,-80
0.168,-80
0.169,-80
0.17,-80
0.171,-80
0.172,-80
0.173,-80
0.174,-80
0.175,-80
0.176,-80
0.177,-80
0.178,-80
0.179,-80
0.18,-80
0.181,-80
0.182,-80
0.183,-80
0.184,-80
0.185,-80
0.186,-80
0.187,-80
0.188,-80
0.189,-80
0.19,-80
0.191,-80
0.192,-80
0.193,-80
0.194,-80
0.195,-80
0.196,-80
0.197,-80
0.198,-80
0.199,-80
0.2,-80
0.201,-80
0.202,-80
0.203,-80
0.204,-80
0.205,-80
0.206,-80
0.207,-80
0.208,-80
0.209,-80
0.21,-80
0.211,-80
0.212,-80
0.213,-80
0.214,-80
0.215,-80
0.216,-80
0.217,-80
0.218,-80
0.219,-80
0.22,-80
0.221,-80
0.222,-80
0.223,-80
0.224,-80
0.225,-80
0.226,-80
0.227,-80
0.228,-80
0.229,-80
0.23,-80
0.231,-80
0.232,-80
0.233,-80
0.234,-80
0.235,-80
0.236,-80
0.237,-80
0.238,-80
0.239,-80
0.24,-80
0.241,-80
0.242,-80
0.243,-80
0.244,-80
0.245,-80
0.246,-80
0.247,-80
0.248,-80
0.249,-80
0.25,-80
0.251,-80
0.252,-80
0.253,-80
0.254,-80
0.255,-80
0.256,-80
0.257,-80
0.258,-80
0.259,-80
0.26,-80
0.261,-80
0.262,-80
0.263,-80
0.264,-80
0.265,-80
0.266,-80
0.267,-80
0.268,-80
0.269,-80
0.27,-80
0.271,-80
0.272,-80
0.273,-80
0.274,-80
0.275,-80
0.276,-80
0.277,-80
0.278,-80
0.279,-80
0.28,-80
0.281,-80
0.282,-80
0.283,-80
0.284,-80
0.285,-80
0.286,-80
0.287,-80
0.288,-80
0.289,-80
0.29,-80
0.291,-78.465
0.292,-76.941
0.293,-75.54
0.294,-74.205
0.295,-72.916
0.296,-71.662
0.297,-70.435
0.298,-69.231
0.299,-68.048
0.3,-66.881
0.301,-65.731
0.302,-64.595
0.303,-63.472
0.304,-62.361
0.305,-61.26
0.306,-60.171
0.307,-59.091
0.308,-58.021
0.309,-56.96
0.31,-55.907
0.311,-54.862
0.312,-53.826
0.313,-52.797
0.314,-51.775
0.315,-50.761
0.316,-49.754
0.317,-48.753
0.318,-47.759
0.319,-46.772
0.32,-45.792
0.321,-44.817
0.322,-43.849
0.323,-42.887
0.324,-41.931
0.325,-40.981
0.326,-40.037
0.327,-39.099
0.328,-38.167
0.329,-37.24
0.33,-36.32
0.331,-35.404
0.332,-34.495
0.333,-33.591
0.334,-32.693
0.335,-31.8
0.336,-30.913
0.337,-30.031
0.338,-29.155
0.339,-28.285
0.34,-27.419
0.341,-26.56
0.342,-25.705
0.343,-24.857
0.344,-24.013
0.345,-23.175
0.346,-22.343
0.347,-21.515
0.348,-20.694
0.349,-19.877
0.35,-19.066
0.351,-18.261
0.352,-17.461
0.353,-16.666
0.354,-15.877
0.355,-15.093
0.356,-14.315
0.357,-13.542
0.358,-12.774
0.359,-12.012
0.36,-11.255
0.361,-10.504
0.362,-9.758
0.363,-9.018
0.364,-8.283
0.365,-7.553
0.366,-6.83
0.367,-6.111
0.368,-5.398
0.369,-4.691
0.37,-3.989
0.371,-3.292
0.372,-2.601
0.373,-1.916
0.374,-1.236
0.375,-0.562
0.376,0.107
0.377,0.771
0.378,1.428
0.379,2.08
0.38,2.727
0.381,3.368
0.382,4.003
0.383,4.633
0.384,5.257
0.385,5.876
0.386,6.489
0.387,7.096
0.388,7.698
0.389,8.294
0.39,8.885
0.391,9.47
0.392,10.049
0.393,10.623
0.394,11.191
0.395,11.753
0.396,12.31
0.397,12.861
0.398,13.406
0.399,13.946
0.4,14.48
0.401,15.008
0.402,15.531
0.403,16.048
0.404,16.559
0.405,17.065
0.406,17.565
0.407,18.059
0.408,18.547
0.409,19.03
0.41,19.508
0.411,19.979
0.412,20.445
0.413,20.905
0.414,21.36
0.415,21.808
0.416,22.252
0.417,22.689
0.418,23.121
0.419,23.547
0.42,23.968
0.421,24.382
0.422,24.792
0.423,25.195
0.424,25.593
0.425,25.985
0.426,26.372
0.427,26.753
0.428,27.128
0.429,27.498
0.43,27.862
0.431,28.22
0.432,28.573
0.433,28.92
0.434,29.262
0.435,29.598
0.436,29.928
0.437,30.253
0.438,30.572
0.439,30.886
0.44,31.194
0.441,31.497
0.442,31.794
0.443,32.086
0.444,32.372
0.445,32.653
0.446,32.928
0.447,33.197
0.448,33.462
0.449,33.72
0.45,33.974
0.451,34.221
0.452,34.464
0.453,34.701
0.454,34.933
0.455,35.159
0.456,35.38
0.457,35.595
0.458,35.806
0.459,36.011
0.46,36.21
0.461,36.405
0.462,36.594
0.463,36.777
0.464,36.956
0.465,37.129
0.466,37.297
0.467,37.46
0.468,37.618
0.469,37.771
0.47,37.918
0.471,38.06
0.472,38.197
0.473,38.33
0.474,38.457
0.475,38.579
0.476,38.695
0.477,38.807
0.478,38.914
0.479,39.016
0.48,39.113
0.481,39.205
0.482,39.292
0.483,39.374
0.484,39.452
0.485,39.524
0.486,39.592
0.487,39.655
0.488,39.713
0.489,39.766
0.49,39.815
0.491,39.858
0.492,39.897
0.493,39.932
0.494,39.961
0.495,39.987
0.496,40.007
0.497,40.023
0.498,40.034
0.499,40.041
0.5,40.043
0.501,40.041
0.502,40.034
0.503,40.023
0.504,40.008
0.505,39.988
0.506,39.963
0.507,39.934
0.508,39.901
0.509,39.864
0.51,39.823
0.511,39.777
0.512,39.727
0.513,39.672
0.514,39.614
0.515,39.551
0.516,39.485
0.517,39.414
0.518,39.339
0.519,39.26
0.52,39.177
0.521,39.09
0.522,38.999
0.523,38.905
0.524,38.806
0.525,38.703
0.526,38.597
0.527,38.487
0.528,38.373
0.529,38.255
0.53,38.133
0.531,38.008
0.532,37.879
0.533,37.747
0.534,37.61
0.535,37.471
0.536,37.327
0.537,37.18
0.538,37.03
0.539,36.876
0.54,36.719
0.541,36.558
0.542,36.394
0.543,36.226
0.544,36.055
0.545,35.881
0.546,35.704
0.547,35.523
0.548,35.339
0.549,35.152
0.55,34.962
0.551,34.768
0.552,34.572
0.553,34.372
0.554,34.169
0.555,33.964
0.556,33.755
0.557,33.543
0.558,33.329
0.559,33.111
0.56,32.891
0.561,32.668
0.562,32.442
0.563,32.213
0.564,31.982
0.565,31.747
0.566,31.511
0.567,31.271
0.568,31.029
0.569,30.784
0.57,30.537
0.571,30.287
0.572,30.034
0.573,29.779
0.574,29.522
0.575,29.262
0.576,29
0.577,28.735
0.578,28.468
0.579,28.199
0.58,27.927
